Mean_Throughput Mean_TimeInGoodState Mean_TimeInNormState Mean_TimeInBadWireState Mean_TimeInBadWirelessState Loss Timeout TotalTime protocol alpha_min alpha_max beta_min beta_max
65.8783131376195 0.249557959876444 0.487803620324783 0.0429513299712448 0.219687066196367 740937 22120 1000000 STATEBASED_RAND 0.125022227002784 8.07697962647163 0.118087189559865 0.325082136469466
62.0013870734324 0.222856430162423 0.403494792227748 0.154940098889821 0.218708656206846 882866 23166 1000000 STATEBASED_RAND 2.34091682422018 15.2830565652265 0.302429404250546 0.330542432996697
65.4261709787847 0.150288219939644 0.403355755229237 0.227385540113915 0.218970462204042 851721 23031 1000000 STATEBASED_RAND 2.4065372130864 17.7413451544667 0.193156562602686 0.486512529657461
68.3292458501943 0.120626471105325 0.166320134767939 0.497087326225353 0.21596604523622 1031599 23846 1000000 STATEBASED_RAND 2.71135905278444 11.6808807019521 0.0383146524142077 0.445624008516606
63.3647442007701 0.250361076867842 0.433124622910406 0.09478254200604 0.221731735174469 782406 22420 1000000 STATEBASED_RAND 0.73631695692256 10.8143474468097 0.232582107061791 0.342541121338746
67.4433380693726 0.151902268922357 0.483173235374375 0.143741476009761 0.221182997180346 787789 22905 1000000 STATEBASED_RAND 0.654832320127092 15.0259329052763 0.122379517705356 0.385474457585008
60.1963583450698 0.390140258370778 0.361586624676593 0.0248879580046116 0.22338513515676 659436 19770 1000000 STATEBASED_RAND 0.0745542934511575 6.35766715573038 0.302055041446376 0.486217037535374
67.0823815896294 0.162723832806456 0.561889986720026 0.0521831189395406 0.223203040158711 765625 22675 1000000 STATEBASED_RAND 0.159141525234627 18.5051497903211 0.248554387245585 0.319102151235147
69.3751476464725 0.0841272989651057 0.180252548618719 0.514810355035535 0.220809774184343 1320837 27087 1000000 STATEBASED_RAND 0.605978745318008 18.1238628053683 0.00431710551693901 0.121507574627878
67.011854580444 0.163830481794603 0.428556863959328 0.187108447545291 0.220504184187616 926808 25226 1000000 STATEBASED_RAND 1.05562257443351 12.4497801728778 0.128096116067886 0.185234119736233
58.3595898400436 0.282049219528456 0.379130537488694 0.121743831109617 0.217076389224328 821697 21604 1000000 STATEBASED_RAND 2.47543550723951 15.8675401266047 0.416927938310862 0.438658709143595
61.8069558000879 0.222061546170936 0.397152201295679 0.159022460846098 0.221763769174126 829849 22422 1000000 STATEBASED_RAND 2.42311337237391 15.1904655784324 0.28825237871532 0.489761384897754
60.6622426757467 0.262739999735262 0.412741247128717 0.104939014045058 0.219579716197517 736375 20441 1000000 STATEBASED_RAND 0.99679937120378 14.1227842420911 0.345312105885387 0.497509361010748
66.7757604313665 0.144905978997289 0.390671420365089 0.245354110921468 0.219068467202993 879732 24266 1000000 STATEBASED_RAND 1.83183310731865 14.8325322870317 0.140727690952238 0.33893338909323
61.2153356989899 0.226406467124401 0.408630997172738 0.143712537010071 0.221249976179628 854507 23053 1000000 STATEBASED_RAND 1.83286023132171 16.3456418231808 0.321281203916893 0.335723450563719
55.9920505818592 0.436228055877168 0.283891205508728 0.0581848929189289 0.221695822174853 704905 20182 1000000 STATEBASED_RAND 1.03960715049859 7.50697843614359 0.422279765560422 0.480629045041571
66.2602269642393 0.167977007750193 0.238934890990219 0.36977162558893 0.223316453157496 909120 23587 1000000 STATEBASED_RAND 1.9175349548075 8.72311939193081 0.0518261308557476 0.415767764167752
