Mean_Throughput Mean_TimeInGoodState Mean_TimeInNormState Mean_TimeInBadWireState Mean_TimeInBadWirelessState Loss Timeout TotalTime protocol alpha_min alpha_max beta_min beta_max
65.2714011923164 0.227565978111983 0.494212104256147 0.0571645329224331 0.221057361181691 523075 17843 1000000 STATEBASED_RAND 0.282704698984839 11.0380482678479 0.11852111211909 0.987616084603414
66.44852276388 0.206151939341332 0.484754763357437 0.0928583119986477 0.21623496223334 537935 17932 1000000 STATEBASED_RAND 0.404643839879261 10.8470595562118 0.0668785818232589 0.985941868408556
61.6092180819286 0.35497736474738 0.384276178433584 0.0428929729714453 0.217853460216006 585425 18606 1000000 STATEBASED_RAND 0.322055223082218 6.55705160766703 0.17236067390645 0.808621875945768
59.6441143636145 0.3754979635276 0.331615306997593 0.0698545239102739 0.223032182160541 605290 18320 1000000 STATEBASED_RAND 0.702147580544533 6.21358787697441 0.180498529169941 0.841409781082259
62.9290956183354 0.308149412248917 0.442833335806424 0.0304123270057371 0.218604901207958 525811 17587 1000000 STATEBASED_RAND 0.0668155788755117 9.19740957170604 0.255983833296217 0.952932007309483
64.4100278289943 0.232287979061409 0.375487798527709 0.169305995735959 0.222918204161761 578475 18065 1000000 STATEBASED_RAND 0.810370681253434 8.30604367810583 0.0474418555607283 0.976245001133645
63.7198361838243 0.260409112760226 0.466781836549931 0.0462568869598927 0.226552140122841 562808 18416 1000000 STATEBASED_RAND 0.245842367059478 9.80117468852604 0.154982597825575 0.940795720713584
60.4062356892751 0.371205115573577 0.328092176035326 0.07778749594075 0.222915189161794 689412 20229 1000000 STATEBASED_RAND 0.723824084142141 5.06941200702889 0.12742721211511 0.547396544296013
60.837842687615 0.336988324940046 0.34150047289172 0.100426324027722 0.221084855181397 571866 18159 1000000 STATEBASED_RAND 0.912660125602344 6.86311780794669 0.148641061665789 0.943247594425104
64.4390764860408 0.280217228548077 0.445449591778403 0.055310024928802 0.219023131203478 680119 20720 1000000 STATEBASED_RAND 0.323153357171991 7.47417263103378 0.115880507098455 0.573406308085381
66.6369362842379 0.177000807653546 0.441375041822043 0.160509705830169 0.22111442218108 704935 21181 1000000 STATEBASED_RAND 0.691669081659833 11.8373923477891 0.0741359420465938 0.708853926700006
68.3335487301477 0.151876345922634 0.574113029300589 0.0492864169494886 0.224724187142419 661535 20850 1000000 STATEBASED_RAND 0.0338911134907469 15.8296802015182 0.0819426924371825 0.708852946529562
65.2164227749752 0.209210632308572 0.483203403374052 0.0860086799723334 0.221577261176123 711867 21292 1000000 STATEBASED_RAND 0.477231182845883 12.7107159852566 0.181730533010201 0.579784370064635
64.0405141678617 0.247210963901581 0.478042134429331 0.051897326940522 0.222849551162497 741717 21906 1000000 STATEBASED_RAND 0.31519061062261 11.9160522482898 0.282335572681546 0.385570396476225
67.6440435102655 0.166944506761251 0.526856009056001 0.0818628189564062 0.22433664214657 788850 22715 1000000 STATEBASED_RAND 0.354497531594009 12.8474520043691 0.113360107649751 0.323632185498081
66.2301726597387 0.189453463520176 0.552020111251232 0.0406147449792693 0.217911658215382 615947 19808 1000000 STATEBASED_RAND 0.022741994365464 17.6462935971312 0.285471818915322 0.799568096315287
62.8793625477001 0.314062329185589 0.423185928016852 0.0408767639783694 0.221874955172935 579562 18722 1000000 STATEBASED_RAND 0.229821115839212 7.04241853535288 0.114529002045528 0.872871675329689
67.1240882126048 0.190141410512808 0.53457934542284 0.0551695069292845 0.220109714191841 676338 20748 1000000 STATEBASED_RAND 0.203361579777376 12.6389817230585 0.127051359474217 0.624501104990254
65.8187617287982 0.230419254081423 0.454153398685184 0.0934592130009562 0.221968111171937 740960 21977 1000000 STATEBASED_RAND 0.454751272897586 7.74970225885031 0.0713353635144119 0.420688760010846
61.4735252508298 0.311352472214612 0.395125718317383 0.070183569911538 0.223338216157263 594448 18383 1000000 STATEBASED_RAND 0.579252239586437 8.59788370719081 0.203679835472107 0.90501566259424
66.428683245007 0.172033985706742 0.560882350672166 0.0450445009640564 0.222039141171176 599943 19640 1000000 STATEBASED_RAND 0.118486000745784 18.6637751146517 0.21969900444136 0.874731700483119
65.7802505181063 0.218009144214338 0.518053617000799 0.0386378609860584 0.225299354136259 690670 21313 1000000 STATEBASED_RAND 0.000111974775843311 12.2504013926957 0.229850868848083 0.436899508879008
66.5324675425623 0.157748793859739 0.443409676800251 0.17471663467801 0.224124872148838 625187 19422 1000000 STATEBASED_RAND 0.712398472108132 14.5792571988791 0.0702181519336152 0.932077086033335
62.9356092604178 0.266532472694643 0.437271543865992 0.0761888139346084 0.220007146192939 743106 21785 1000000 STATEBASED_RAND 0.576595399331579 11.0624160319857 0.271098541408357 0.389093035175043
65.0826718350905 0.247935875893817 0.483020127376015 0.0447840659649508 0.224259907147391 668343 20535 1000000 STATEBASED_RAND 0.181632148652166 9.02156109876072 0.122565527503642 0.632433001805298
63.4529092400915 0.19308695048126 0.478772644421507 0.104274425042505 0.223865957151611 566850 18168 1000000 STATEBASED_RAND 0.552937655035843 18.302052127338 0.239467401774352 0.973469550569295
69.5580627389959 0.102505373035709 0.426371364982735 0.253837215830612 0.217286023222083 813784 23389 1000000 STATEBASED_RAND 0.817323595666012 19.1348054046439 0.0654905488553879 0.371361176842526
68.4646574684636 0.1784243396383 0.556273413453253 0.0491772159498636 0.216125009234518 677226 20952 1000000 STATEBASED_RAND 0.0586188724537468 12.4692738044398 0.0847535837836347 0.584124469284026
66.8296675047976 0.16831901574653 0.518662987994273 0.0924751509971757 0.220542822187202 745039 22051 1000000 STATEBASED_RAND 0.425903923542194 15.6665258066107 0.167851586904308 0.443802474459541
66.5880126211504 0.168146951748373 0.40054137525938 0.206031719342619 0.225279931136467 739570 21537 1000000 STATEBASED_RAND 0.84338966982597 11.2137400341284 0.0577843927581722 0.623846750764105
64.2164118184323 0.245679047917988 0.301964915315154 0.230835775076962 0.221520239176734 715675 19863 1000000 STATEBASED_RAND 0.818371068601669 6.28697513429773 0.00721581336446843 0.7837922699674
