Mean_Throughput Mean_TimeInGoodState Mean_TimeInNormState Mean_TimeInBadWireState Mean_TimeInBadWirelessState Loss Timeout TotalTime protocol alpha_min alpha_max beta_min beta_max
64.6514148035317 0.252261946847484 0.453508001692096 0.0699508779106441 0.224279150147185 725872 21755 1000000 STATEBASED_RAND 0.423715075209604 8.4674401644 0.12960467214212 0.465557083704303
58.0394515290157 0.418952716062191 0.269712692660583 0.0891630779844517 0.222171490169759 785155 21603 1000000 STATEBASED_RAND 1.85876467491443 5.38509443653053 0.249084551468997 0.415953636595958
63.0437466325378 0.254236027826341 0.382514579452451 0.139235186058024 0.224014184150023 841204 23219 1000000 STATEBASED_RAND 1.33846661557372 9.0960986046568 0.196295431440834 0.300020967982719
64.8575977613893 0.221366957178375 0.476378173447152 0.0759197449335747 0.226335101125166 763846 21925 1000000 STATEBASED_RAND 0.447022379118494 11.1202992690356 0.177613082657388 0.414588430623798
63.7772253903582 0.242667235950245 0.459727365625486 0.0750767449303361 0.222528630165934 783287 22678 1000000 STATEBASED_RAND 0.524107313027655 11.6686230207182 0.257200550640561 0.294513098101371
69.6370625988684 0.14816913396234 0.570789187142715 0.059931387912931 0.221110270181125 705893 21878 1000000 STATEBASED_RAND 0.0636503077408533 12.601563119144 0.0151218201569849 0.488604201231433
67.9083232469866 0.176774690655968 0.554537067370781 0.0482835889529325 0.220404631188682 772143 22828 1000000 STATEBASED_RAND 0.136665468633485 13.5066555247207 0.15969541210667 0.297008793706544
55.6509397017389 0.439336373843877 0.27219841463396 0.0682963319042878 0.220168856191207 748350 20920 1000000 STATEBASED_RAND 1.69493369278262 7.71474032090732 0.424955824122278 0.446450285821431
58.7592828108933 0.397232639294817 0.301773617317203 0.0796702789479831 0.221323441178842 791884 21923 1000000 STATEBASED_RAND 1.30690755290301 6.35843579022141 0.282324310290778 0.326781639282956
67.9020258649461 0.162060683813558 0.505612962134041 0.11545056108544 0.216875770226477 773184 22694 1000000 STATEBASED_RAND 0.510035857795754 13.982578806571 0.122698284044256 0.362618273758617
